"";"Kingdom";"Phylum";"Class";"Order";"Lineage";"Clade";"Tribe"
"Otu03299";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu03300";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu03301";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03302";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Betaproteobacteria_unclassified";"Betaproteobacteria_unclassified";"";""
"Otu03303";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_2";"Subgroup_2_unclassified";"";""
"Otu03304";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_2";"Subgroup_2_unclassified";"";""
"Otu03305";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_2";"Subgroup_2_unclassified";"";""
"Otu03306";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_2";"Subgroup_2_unclassified";"";""
"Otu03307";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_2";"Subgroup_2_unclassified";"";""
"Otu03308";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03309";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03310";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Haliangiaceae";"Haliangium";""
"Otu03311";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03312";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03313";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Betaproteobacteria_unclassified";"Betaproteobacteria_unclassified";"";""
"Otu03314";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"Subgroup_4_unclassified";"";""
"Otu03315";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03316";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu03317";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03318";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"RB41";"";""
"Otu03319";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"RB41";"";""
"Otu03320";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03321";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03322";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu03323";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu03324";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiales_Incertae_Sedis";"Candidatus_Captivus";""
"Otu03325";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu03326";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"alfV";"alfV-A";"LD12"
"Otu03327";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu03328";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03329";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu03330";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";""
"Otu03331";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03332";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03333";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03334";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03335";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";""
"Otu03336";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03337";"Bacteria";"Proteobacteria";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"";""
"Otu03338";"Bacteria";"Proteobacteria";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"";""
"Otu03339";"Bacteria";"Proteobacteria";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"";""
"Otu03340";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu03341";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"Methylophilus";""
"Otu03342";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";""
"Otu03343";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu03344";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"Subgroup_4_unclassified";"";""
"Otu03345";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"Methylophilus";""
"Otu03346";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"Methylophilus";""
"Otu03347";"Bacteria";"Chloroflexi";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"";""
"Otu03348";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu03349";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03350";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03351";"Bacteria";"Proteobacteria";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"";""
"Otu03352";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03353";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"11-24";"";""
"Otu03354";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Betaproteobacteria_unclassified";"Betaproteobacteria_unclassified";"";""
"Otu03355";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03356";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03357";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"Subgroup_4_unclassified";"";""
"Otu03358";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03359";"Bacteria";"Acidobacteria";"Acidobacteria";"Acidobacteria_unclassified";"Acidobacteria_unclassified";"";""
"Otu03360";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03361";"Bacteria";"Nitrospirae";"Nitrospira";"Nitrospirales";"Nitrospiraceae";"Nitrospira";""
"Otu03362";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI_unclassified";"betI_unclassified"
"Otu03363";"Bacteria";"Cyanobacteria";"Chloroplast";"Chloroplast_unclassified";"Chloroplast_unclassified";"";""
"Otu03364";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03365";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu03366";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu03367";"Bacteria";"Nitrospirae";"Nitrospira";"Nitrospirales";"Nitrospiraceae";"Nitrospira";""
"Otu03368";"Bacteria";"Nitrospirae";"Nitrospira";"Nitrospirales";"Nitrospiraceae";"Nitrospira";""
"Otu03369";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03370";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03371";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03372";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03373";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03374";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03375";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03376";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03377";"Bacteria";"Cyanobacteria";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"";""
"Otu03378";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI_unclassified";"betI_unclassified"
"Otu03379";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03380";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03381";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03382";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03383";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03384";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03385";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03386";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03387";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03388";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03389";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03390";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03391";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03392";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03393";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03394";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03395";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03396";"Bacteria";"Nitrospirae";"Nitrospira";"Nitrospirales";"Nitrospiraceae";"Nitrospira";""
"Otu03397";"Bacteria";"Nitrospirae";"Nitrospira";"Nitrospirales";"Nitrospiraceae";"Nitrospira";""
"Otu03398";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03399";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII-B";"betVII-B1"
"Otu03400";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu03401";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03402";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu03403";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03404";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI_unclassified";"betI_unclassified"
"Otu03405";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betII";"Pnec:PnecA";"Pnec:PnecA_unclassified"
"Otu03406";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03407";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03408";"Bacteria";"Nitrospirae";"Nitrospira";"Nitrospirales";"Nitrospiraceae";"Nitrospira";""
"Otu03409";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03410";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu03411";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03412";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03413";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03414";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03415";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu03416";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03417";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"";""
"Otu03418";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu03419";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII-A";"Janb"
"Otu03420";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03421";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"Methylophilus";""
"Otu03422";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03423";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03424";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03425";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03426";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03427";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03428";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03429";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03430";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03431";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03432";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03433";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03434";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03435";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03436";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03437";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03438";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03439";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03440";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03441";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03442";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu03443";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03444";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"Methylophilus";""
"Otu03445";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"Methylophilus";""
"Otu03446";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03447";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03448";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03449";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03450";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03451";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
"Otu03452";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"Methylophilus";""
"Otu03453";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Methylophilales";"Methylophilaceae";"";""
